Property_ID,Host_ID,Property_Type,Room_Type,Location_City,Location_Country,No_of_Bedrooms,No_of_Bathrooms,Amenities,Price_per_Night
1146,263,Villa,Private room,Jonesport,Mali,4,3,"sound, other, sense, fly, compare",501.81
1147,161,House,Entire place,Riveraton,Central African Republic,1,2,"trouble, democratic, hold, long, environment",667.52
1148,62,Villa,Entire place,South Jeffrey,Netherlands,2,1,"care, world, tough, cold, administration",267.79
1149,125,Villa,Entire place,Steeleview,Timor-Leste,5,3,"factor, positive, color, marriage, professor",98.58
1150,105,House,Private room,Huffmanbury,Tajikistan,1,2,"bar, see, believe, she, north",800.12
1151,279,Apartment,Entire place,New Evelyn,Brunei Darussalam,1,3,"exactly, federal, grow, probably, agreement",450.37
1152,25,House,Entire place,Donaldport,Czech Republic,5,3,"house, low, summer, imagine, computer",640.54
1153,217,House,Shared room,Port Angela,Belgium,4,1,"join, notice, appear, each, any",411.52
1154,289,Studio,Private room,Port Cassandra,Martinique,5,3,"population, commercial, rather, situation, heart",478.34
1155,24,Apartment,Entire place,Port Kimberlyshire,Guatemala,4,1,"a, crime, main, prevent, among",412.36
1156,199,Villa,Shared room,Lake Mario,Azerbaijan,3,3,"no, school, deal, cold, finish",381.3
1157,4,Apartment,Entire place,Boyerland,Lesotho,2,2,"tonight, she, authority, my, system",545.16
1158,139,Villa,Private room,Thomasshire,Maldives,4,3,"argue, street, certain, page, plan",809.68
1159,23,Apartment,Shared room,Lake Brittneyshire,New Caledonia,4,2,"bag, building, whom, data, cell",441.46
1160,183,Apartment,Entire place,West Tina,Georgia,3,3,"yard, magazine, poor, collection, hospital",737.81
1161,82,Villa,Private room,Kristashire,Tunisia,2,2,"memory, present, speak, claim, understand",209.87
1162,295,House,Shared room,Jillianburgh,Peru,1,1,"relate, baby, science, score, government",298.84
1163,170,Villa,Shared room,New Charlesside,Gambia,2,1,"drop, suddenly, his, serious, help",818.87
1164,104,Apartment,Shared room,Danielhaven,China,2,2,"worker, race, local, same, or",225.81
1165,257,Villa,Private room,Barberville,Guinea,1,2,"strategy, whether, discuss, million, same",727.24
1166,34,Studio,Shared room,Lopezberg,Christmas Island,2,1,"customer, attention, movie, crime, politics",355.88
1167,205,Apartment,Entire place,Edwardsview,Monaco,1,3,"note, ball, free, under, move",418.43
1168,139,Studio,Private room,Darleneborough,Hungary,5,2,"assume, point, safe, service, respond",765.03
1169,221,House,Shared room,Brooksview,Zambia,3,3,"must, ball, visit, theory, game",828.26
1170,35,Villa,Private room,North Elizabethfurt,Palestinian Territory,4,3,"share, there, where, expect, traditional",780.7
1171,117,Studio,Private room,Lake Joseph,Egypt,4,3,"program, politics, way, mother, able",214.3
1172,14,Villa,Shared room,West Bryanmouth,Singapore,2,3,"claim, others, degree, individual, try",131.11
1173,7,Studio,Entire place,East Amanda,Chile,2,2,"goal, let, hot, similar, president",353.11
1174,223,Villa,Entire place,New Jasonside,Saint Lucia,4,2,"fill, source, else, face, sport",691.83
1175,173,House,Entire place,South Michael,United States of America,3,2,"still, staff, health, drop, property",746.45
1176,79,Studio,Shared room,Lake Madisontown,Haiti,1,1,"Mr, put, small, her, contain",761.29
1177,258,Villa,Entire place,West Jessicastad,Tuvalu,2,1,"also, author, daughter, street, technology",182.48
1178,91,Studio,Entire place,Melindastad,Micronesia,2,2,"to, whole, easy, environmental, player",412.12
1179,285,Apartment,Entire place,Port Kimberlyport,Martinique,2,1,"point, bed, study, single, after",873.96
1180,46,House,Entire place,Lake Mariaton,Kiribati,5,2,"all, drive, rather, live, wind",428.11
1181,58,Apartment,Shared room,New Anthony,Estonia,2,2,"economy, fall, result, rest, become",604.78
1182,29,Studio,Shared room,Jenniferberg,Dominica,4,3,"necessary, city, stand, and, strong",735.55
1183,168,Apartment,Shared room,Port Patriciaberg,Chad,3,2,"international, best, recognize, line, according",55.46
1184,295,Apartment,Entire place,Knoxton,Turkey,2,2,"nice, war, daughter, network, even",562.53
1185,274,Apartment,Private room,New John,Palestinian Territory,5,3,"recognize, very, specific, everybody, by",950.15
1186,68,Apartment,Entire place,Lake Mark,Aruba,1,3,"budget, face, must, anything, difficult",546.75
1187,233,House,Private room,Edwardtown,Algeria,2,2,"choose, someone, professor, different, wear",785.85
1188,247,Villa,Shared room,Clarkville,Moldova,1,1,"exactly, actually, many, candidate, close",794.56
1189,178,House,Shared room,East Hayleyland,Kazakhstan,5,3,"article, art, lot, name, man",396.69
1190,125,House,Shared room,Littlechester,Yemen,5,1,"station, citizen, mother, board, certainly",811.86
1191,168,House,Private room,Finleybury,Wallis and Futuna,1,2,"describe, until, general, manager, state",255.97
1192,285,House,Entire place,Port Phillipberg,Albania,1,1,"the, even, suffer, time, six",311.5
1193,286,House,Entire place,Christinaborough,Monaco,4,1,"if, court, loss, often, have",593.56
1194,222,Villa,Shared room,Port Seanborough,Pitcairn Islands,2,3,"lose, study, back, chair, along",264.3
1195,202,Studio,Private room,Charlesberg,Gibraltar,1,1,"another, finish, maintain, open, thousand",765.39
1196,187,House,Entire place,New Dakotatown,Wallis and Futuna,2,3,"for, with, participant, question, serve",921.84
1197,244,House,Shared room,North Tammyfurt,Malta,3,1,"trade, party, glass, number, huge",414.12
1198,60,Studio,Entire place,Fishermouth,Vietnam,3,3,"politics, leader, argue, manager, alone",607.05
1199,223,Villa,Private room,Dixonside,Grenada,3,3,"actually, young, exactly, modern, source",449.06
1200,34,Studio,Private room,Carlosport,Rwanda,3,1,"fill, we, team, present, range",877.15
1201,288,Studio,Entire place,Penaville,Zimbabwe,1,2,"class, each, above, on, well",594.6
1202,191,Studio,Entire place,East Reneehaven,Central African Republic,1,2,"wind, sense, future, production, road",542.7
1203,267,House,Entire place,West Seanville,Zambia,1,3,"beautiful, change, commercial, break, phone",763.7
1204,56,Villa,Private room,South Emilyville,Equatorial Guinea,5,2,"recently, sort, only, couple, soldier",855.51
1205,24,House,Shared room,South Lesliefurt,Ghana,5,1,"possible, environmental, point, ever, left",131.69
1206,164,House,Shared room,Summerschester,South Africa,4,1,"again, wear, away, way, little",702.28
1207,254,Villa,Private room,Valeriemouth,Spain,1,1,"international, model, us, until, crime",363.53
1208,82,Villa,Private room,West Jose,Yemen,2,3,"step, all, film, help, despite",150.03
1209,287,House,Private room,Sanfordberg,Fiji,4,1,"explain, often, study, reveal, project",329.77
1210,39,Apartment,Private room,New Robertfort,Pakistan,1,1,"over, soldier, figure, ground, onto",440.96
1211,185,Villa,Entire place,Port Tony,Malaysia,5,2,"tell, hair, voice, the, hit",940.19
1212,71,Apartment,Shared room,Martinburgh,Micronesia,3,2,"training, pick, land, team, letter",324.42
1213,261,Apartment,Private room,Michaelborough,Belize,1,3,"training, edge, center, particularly, cost",451.33
1214,96,Studio,Private room,North Nicholasbury,Japan,2,2,"order, authority, time, check, upon",802.29
1215,261,Apartment,Private room,North Morganberg,Bolivia,2,3,"wall, foreign, form, we, discussion",524.4
1216,270,House,Private room,Jeremyberg,Slovakia (Slovak Republic),5,3,"reality, than, see, every, sea",321.79
1217,90,Villa,Shared room,Caldwellburgh,Sri Lanka,4,1,"tonight, it, everybody, interest, there",937.05
1218,75,House,Shared room,New Kelly,India,5,3,"again, forget, fine, mission, cost",565.74
1219,215,Villa,Private room,New Carolborough,Benin,1,1,"race, provide, member, whom, safe",233.53
1220,18,Studio,Shared room,Port Allisonmouth,Morocco,3,3,"there, or, guess, audience, heart",574.69
1221,254,House,Shared room,South Bethany,Saint Vincent and the Grenadines,4,2,"attack, outside, police, industry, challenge",104.73
1222,65,Villa,Entire place,Moralesbury,Greece,1,2,"establish, president, now, by, apply",461.33
1223,48,Apartment,Entire place,Wardmouth,Panama,4,2,"could, start, voice, so, north",672.85
1224,153,Villa,Entire place,Danielstad,Kenya,4,2,"yeah, commercial, weight, maybe, key",154.97
1225,238,House,Shared room,New Jonathanborough,Slovakia (Slovak Republic),3,3,"least, develop, similar, happy, effect",888.9
1226,214,Apartment,Shared room,Lake Kevin,Cape Verde,1,2,"bad, position, prepare, material, maybe",604.71
1227,22,Villa,Entire place,South Laura,Maldives,2,1,"American, help, walk, that, happen",131.09
1228,266,Villa,Shared room,Lisaborough,Angola,1,2,"management, create, fine, guy, meet",786.76
1229,292,House,Shared room,Port Stacey,New Zealand,3,3,"trouble, assume, theory, Mr, president",539.19
1230,176,House,Private room,West Davidland,El Salvador,3,3,"kitchen, avoid, dog, act, property",426.24
1231,186,House,Entire place,South Patrick,Cuba,3,1,"model, race, her, up, mouth",911.35
1232,272,Villa,Private room,South Brucetown,Djibouti,1,2,"study, difference, effect, help, somebody",632.02
1233,93,Studio,Private room,South Duanemouth,Saint Pierre and Miquelon,3,3,"fund, town, only, room, fear",852.42
1234,69,Studio,Private room,New Patriciachester,Germany,1,1,"most, do, as, recognize, natural",766.35
1235,296,Studio,Shared room,New Kathryn,Costa Rica,2,3,"skin, door, risk, cup, four",897.57
1236,276,Villa,Shared room,Hicksview,Djibouti,3,2,"memory, yeah, quality, direction, tax",645.37
1237,105,Studio,Private room,Lake Susanside,Saint Vincent and the Grenadines,2,3,"specific, couple, successful, guy, story",111.28
1238,40,Studio,Entire place,North Erichaven,Zambia,3,3,"effect, baby, past, road, house",954.25
1239,204,Villa,Shared room,Alexanderside,Ireland,5,1,"continue, special, soon, much, maybe",917.39
1240,218,Villa,Private room,Clarkchester,Isle of Man,1,3,"executive, care, memory, a, use",202.3
1241,91,Studio,Private room,Port Meganchester,Antarctica (the territory South of 60 deg S),4,2,"rich, material, team, nor, writer",133.46
1242,300,Villa,Private room,Jamietown,Montserrat,5,1,"paper, thing, join, even, apply",210.71
1243,57,Studio,Entire place,Port Ellenburgh,Isle of Man,4,2,"need, perform, interest, hotel, single",907.42
1244,184,House,Entire place,North Lisa,Uzbekistan,2,3,"maybe, we, cup, determine, same",856.67
1245,155,Apartment,Shared room,East Mark,Lithuania,3,1,"hope, interesting, participant, admit, arm",605.13
1246,272,Villa,Shared room,Hooperfurt,Palau,3,3,"population, week, information, far, make",153.39
1247,176,Apartment,Private room,West Daniel,Algeria,1,3,"if, poor, notice, what, clear",847.28
1248,232,Villa,Shared room,Johnsonfort,Uganda,2,1,"third, economy, air, skin, he",238.48
1249,213,Apartment,Entire place,South Michaelhaven,Saint Vincent and the Grenadines,4,2,"player, on, wonder, attorney, on",56.66
1250,286,Apartment,Shared room,North Judy,Pitcairn Islands,4,1,"area, set, report, quality, part",687.82
1251,259,Studio,Shared room,Bruceborough,Angola,3,2,"behavior, peace, whole, trial, per",943.79
1252,108,Apartment,Shared room,South Allison,British Virgin Islands,3,3,"skin, project, especially, hit, political",867.48
1253,215,House,Entire place,South Desireeland,Peru,4,1,"result, treat, that, indeed, figure",231.37
1254,163,Apartment,Entire place,South Amber,Ireland,2,1,"rise, effect, really, hot, business",479.64
1255,204,House,Shared room,Monicaport,Libyan Arab Jamahiriya,3,1,"important, performance, they, whatever, face",130.88
1256,254,Villa,Shared room,West Derrick,Bahrain,5,3,"day, reach, catch, parent, system",388.09
1257,231,Studio,Private room,Ryantown,Guinea,5,3,"pay, young, cup, factor, teacher",824.77
1258,298,Villa,Entire place,North Melanie,Sweden,1,2,"Mr, officer, government, recently, training",715.76
1259,41,Villa,Shared room,Christopherbury,Latvia,4,2,"shoulder, air, happy, well, hold",426.69
1260,122,Studio,Shared room,New Zachary,Cuba,4,2,"night, particularly, old, chair, thought",107.6
1261,127,Villa,Entire place,Riosview,Saint Pierre and Miquelon,5,1,"mouth, other, beyond, marriage, leg",580.4
1262,275,Villa,Entire place,New Sharonside,Falkland Islands (Malvinas),2,3,"figure, sing, report, church, through",184.24
1263,74,Studio,Private room,Lake Patrick,Guinea-Bissau,3,1,"appear, condition, collection, include, rich",406.26
1264,277,Studio,Shared room,Mezaborough,Philippines,2,1,"itself, along, by, sport, such",255.44
1265,234,Apartment,Private room,Morrisberg,Lithuania,4,2,"coach, interview, off, guess, sometimes",996.52
1266,102,House,Entire place,Jonesburgh,San Marino,5,2,"Mrs, summer, try, it, who",682.75
1267,21,Villa,Entire place,Port Miranda,Cayman Islands,3,3,"among, wide, adult, school, present",371.34
1268,299,Villa,Shared room,Chadton,Kenya,5,3,"chance, serious, throw, main, sort",571.4
1269,165,Villa,Shared room,South Richardview,Chad,5,3,"for, enter, base, firm, image",270.33
1270,42,Apartment,Entire place,Coleport,Gibraltar,1,3,"generation, page, reduce, marriage, weight",904.57
1271,178,Apartment,Shared room,Stephanieview,Congo,2,3,"hard, raise, sit, Republican, these",750.86
1272,244,Apartment,Private room,South Shawn,Philippines,1,3,"develop, address, tough, growth, similar",430.94
1273,262,House,Private room,New Kimberly,Haiti,3,3,"television, deep, white, upon, discuss",310.95
1274,281,House,Shared room,East Eric,Guadeloupe,2,2,"right, character, ten, nature, opportunity",977.04
1275,250,Studio,Entire place,Deannatown,China,1,3,"one, thank, consumer, feeling, hundred",458.09
1276,122,Villa,Entire place,Hollandborough,Cayman Islands,1,1,"computer, quickly, specific, include, raise",870.13
1277,200,Studio,Private room,Kristenview,Timor-Leste,2,2,"training, represent, science, bank, quality",954.73
1278,219,House,Entire place,Taylorburgh,Antigua and Barbuda,2,3,"compare, bar, draw, raise, maybe",329.72
1279,79,House,Entire place,Wilkinsville,Mexico,5,1,"human, speak, step, Republican, mean",518.88
1280,237,Apartment,Entire place,Port Anthony,South Africa,3,2,"in, fear, former, although, community",680.72
1281,126,Apartment,Entire place,Lopezfurt,Ireland,4,3,"system, growth, once, agency, feel",720.35
1282,115,Studio,Entire place,Ericchester,Antarctica (the territory South of 60 deg S),5,3,"energy, ever, medical, message, development",628.31
1283,190,House,Shared room,West Ernestchester,Cocos (Keeling) Islands,4,1,"eat, item, sport, population, kitchen",337.32
1284,132,Studio,Entire place,Leblancland,Sao Tome and Principe,4,1,"anything, theory, safe, factor, relationship",219.98
1285,8,Studio,Entire place,South Christopher,Hungary,2,1,"air, woman, player, us, medical",334.11
1286,189,Studio,Shared room,Carterbury,El Salvador,4,1,"ball, learn, blue, friend, including",444.7
1287,206,Villa,Shared room,Glennstad,Tuvalu,2,2,"and, opportunity, direction, quite, subject",586.62
1288,249,Villa,Entire place,New Jose,Cambodia,5,1,"perform, rest, watch, box, wrong",946.5
1289,210,Studio,Private room,Crystalborough,San Marino,5,2,"professional, we, trade, trade, off",272.05
1290,106,Studio,Shared room,South Richard,Turks and Caicos Islands,3,3,"arm, certainly, help, season, film",984.68
1291,46,Villa,Entire place,Debramouth,Poland,3,3,"oil, store, public, couple, officer",838.82
1292,188,Apartment,Shared room,Charlesfurt,Central African Republic,5,1,"size, behavior, first, anything, space",830.49
1293,246,House,Private room,Annaport,Kazakhstan,2,2,"former, stage, defense, teacher, center",181.07
1294,278,Apartment,Entire place,West James,Ukraine,4,1,"blue, agent, picture, ability, themselves",571.42
1295,73,Apartment,Entire place,New Christinaburgh,Burundi,1,2,"live, face, wall, capital, later",231.85
1296,107,House,Shared room,Peterton,Isle of Man,1,1,"member, recognize, exactly, activity, else",561.85
1297,73,Apartment,Entire place,East Steven,Somalia,2,3,"others, choose, study, among, suddenly",585.45
1298,250,Apartment,Private room,East Henry,Mozambique,5,3,"international, finally, against, environmental, reduce",942.39
1299,5,Studio,Entire place,North Hannahmouth,Guyana,4,2,"daughter, look, get, full, others",637.39
1300,200,Studio,Shared room,Wheelermouth,Cambodia,3,3,"bad, key, news, into, capital",386.45
1301,203,Villa,Shared room,Houstonstad,Iceland,1,2,"no, exactly, four, step, wonder",522.61
1302,181,Studio,Entire place,New Joanna,Australia,2,2,"late, building, hard, black, effect",904.55
1303,132,House,Shared room,Port Alexandraburgh,Cameroon,4,1,"nothing, within, special, television, clearly",592.51
1304,249,House,Private room,Jefferyshire,Northern Mariana Islands,2,3,"couple, guy, establish, security, its",366.94
1305,219,House,Private room,Grantfurt,Ireland,1,1,"light, be, foot, majority, per",857.09
1306,239,Studio,Private room,Thompsonland,Cape Verde,3,1,"personal, member, cultural, either, color",570.54
1307,83,Apartment,Shared room,Port Dennis,Somalia,4,2,"environmental, smile, member, traditional, much",514.76
1308,297,Studio,Entire place,Lake Joshua,Botswana,4,3,"raise, along, why, radio, or",200.95
1309,216,House,Private room,Jacquelinehaven,Serbia,5,1,"teacher, hour, himself, three, little",561.62
1310,243,Studio,Entire place,New Eric,Jordan,1,1,"former, trade, score, nice, performance",590.62
1311,156,House,Private room,New Emily,Malawi,1,3,"lead, movie, weight, most, travel",297.3
1312,172,Villa,Entire place,West Beth,Isle of Man,5,1,"national, operation, both, but, care",945.09
1313,42,Apartment,Shared room,Ayalamouth,Slovenia,1,2,"whose, explain, certain, ever, pull",330.13
1314,236,House,Private room,Mannburgh,Antigua and Barbuda,4,3,"size, surface, bit, cost, development",595.94
1315,292,Villa,Private room,Chaneyland,Martinique,1,3,"be, glass, above, recognize, treat",520.3
1316,109,House,Shared room,East Tiffanyland,Andorra,4,2,"officer, main, area, tend, radio",149.91
1317,224,Villa,Entire place,South Lindsay,Cape Verde,4,2,"newspaper, some, summer, evening, nature",929.95
1318,34,Apartment,Shared room,Port Tiffany,Rwanda,1,3,"outside, seat, beautiful, through, decision",178.64
1319,158,Apartment,Entire place,Teresaburgh,Azerbaijan,3,3,"happen, environment, citizen, draw, sure",415.04
1320,109,House,Shared room,Heatherfurt,Slovenia,4,3,"feeling, wish, under, great, part",982.14
1321,276,House,Private room,New Josephport,Afghanistan,4,3,"wear, hundred, cultural, Republican, price",282.1
1322,25,Apartment,Entire place,East Marymouth,Tonga,1,1,"make, short, enjoy, include, look",592.74
1323,118,Apartment,Shared room,New Melissastad,Lao People's Democratic Republic,2,2,"take, majority, property, answer, none",796.65
1324,264,House,Shared room,North Cassandratown,Slovakia (Slovak Republic),5,3,"TV, impact, national, soon, responsibility",379.61
1325,204,Villa,Private room,Port Angelaville,United States Virgin Islands,4,1,"strategy, about, sea, cost, always",717.25
1326,211,Studio,Shared room,Lyonsfurt,Timor-Leste,1,2,"gun, growth, compare, seat, local",469.92
1327,78,Villa,Private room,Kristinashire,Western Sahara,4,3,"own, call, other, age, collection",771.08
1328,124,House,Private room,North Keithborough,Equatorial Guinea,4,1,"none, name, message, couple, catch",965.96
1329,288,Apartment,Entire place,Christinehaven,Yemen,3,3,"especially, right, design, movement, sit",467.24
1330,240,Apartment,Entire place,Stonefort,Gambia,3,1,"kid, foreign, start, meeting, huge",435.69
1331,99,Studio,Entire place,Riveraland,Cameroon,1,2,"near, control, health, else, until",181.16
1332,236,Apartment,Private room,Palmermouth,Korea,4,3,"range, again, service, senior, beat",237.62
1333,103,Apartment,Shared room,East Dennis,Madagascar,5,1,"morning, product, collection, low, represent",127.03
1334,209,House,Entire place,Sharonburgh,Sweden,2,1,"measure, test, window, pretty, voice",735.21
1335,140,Apartment,Entire place,Port Peter,India,2,3,"unit, make, trade, agent, about",751.28
1336,132,Apartment,Entire place,North Caitlin,San Marino,3,2,"book, pass, finish, itself, without",558.19
1337,29,Studio,Shared room,South Janetmouth,Canada,5,3,"citizen, least, food, worker, personal",754.13
1338,192,Villa,Private room,Curryhaven,Palau,5,3,"Democrat, article, set, wife, him",451.76
1339,286,Studio,Shared room,Jonestown,Mauritania,1,1,"which, bring, tend, past, loss",994.19
1340,245,Villa,Shared room,Nicholasstad,Maldives,3,1,"phone, morning, matter, cultural, writer",486.87
1341,270,Apartment,Private room,Port Matthewstad,Christmas Island,3,3,"difference, nature, system, occur, art",947.82
1342,293,Apartment,Private room,Collinsmouth,Andorra,4,3,"run, life, conference, sign, camera",104.66
1343,102,Villa,Shared room,Connorton,Saint Pierre and Miquelon,5,1,"behavior, you, hold, sell, try",867.23
1344,144,Villa,Private room,New Emilyside,Suriname,5,2,"tell, party, bit, traditional, into",160.29
1345,267,Villa,Entire place,Derekchester,Cyprus,1,1,"suffer, whatever, bill, yet, business",759.85
1346,89,Apartment,Private room,West Williammouth,Bhutan,2,1,"stock, bit, attorney, who, million",186.08
1347,107,House,Entire place,South Louismouth,Namibia,1,3,"ask, success, kid, voice, board",292.18
1348,214,House,Entire place,North Briantown,Macao,1,2,"degree, one, policy, allow, probably",939.5
1349,39,House,Private room,South Matthewview,Korea,2,2,"car, tough, state, him, man",473.89
1350,37,Villa,Shared room,South Alyssashire,Austria,5,2,"respond, market, follow, relationship, star",817.97
1351,64,Apartment,Shared room,Lake Julian,Netherlands,2,1,"measure, of, reach, part, kind",696.92
1352,96,Studio,Shared room,Thompsonberg,Vanuatu,5,2,"poor, deal, wear, different, beat",617.45
1353,154,Villa,Private room,Vanessachester,Mongolia,1,2,"address, section, offer, traditional, play",151.25
1354,73,House,Entire place,New Adamburgh,Reunion,2,1,"yeah, person, main, try, produce",313.63
1355,243,Villa,Entire place,Parkerside,Liberia,1,3,"collection, mission, bed, low, challenge",212.69
1356,251,Apartment,Shared room,Robertburgh,Senegal,3,1,"put, represent, accept, scientist, eye",655.28
1357,180,Apartment,Entire place,New Lindsayhaven,Lebanon,1,3,"pick, decision, recognize, human, somebody",295.41
1358,27,Villa,Private room,Holdenberg,Australia,4,2,"worker, rich, prepare, age, sometimes",94.03
1359,252,Villa,Entire place,South William,Liberia,4,3,"kind, growth, industry, follow, fish",823.56
1360,29,Studio,Entire place,Castanedamouth,Luxembourg,1,1,"door, radio, give, true, begin",323.24
1361,125,Studio,Private room,Lake Alexfort,Central African Republic,3,1,"indicate, six, adult, whether, each",173.34
1362,246,House,Entire place,New Shawn,Trinidad and Tobago,5,3,"either, society, many, buy, cut",869.04
1363,121,Villa,Private room,Oliviabury,Lebanon,4,1,"direction, two, cover, check, reach",699.13
1364,209,Villa,Private room,Tateshire,Sao Tome and Principe,3,3,"maintain, dark, loss, art, film",497.57
1365,131,Studio,Entire place,Hatfieldport,France,1,2,"will, rich, mention, military, page",635.56
1366,160,Apartment,Private room,Scotttown,Iran,5,1,"ready, become, born, defense, affect",925.77
1367,65,Apartment,Entire place,Alexandermouth,Indonesia,3,2,"ok, simple, out, task, modern",659.8
1368,67,Apartment,Private room,Lake Marytown,Libyan Arab Jamahiriya,2,1,"game, know, specific, least, listen",56.59
1369,246,House,Shared room,Herrerafurt,Tajikistan,5,2,"for, Mr, adult, accept, newspaper",415.98
1370,33,Villa,Shared room,Smithport,British Virgin Islands,1,3,"she, drive, at, window, cup",971.56
1371,12,Villa,Shared room,New Shelbychester,Vietnam,5,1,"hear, finally, same, imagine, over",566.42
1372,137,Studio,Shared room,Mikeberg,Dominica,5,2,"again, ability, maybe, assume, green",757.29
1373,294,Apartment,Private room,Joditown,Cote d'Ivoire,1,1,"authority, technology, light, indicate, yard",201.86
1374,197,Studio,Entire place,Markmouth,Djibouti,2,2,"specific, let, rise, full, Mr",301.87
1375,121,Villa,Private room,North Matthew,Cuba,2,2,"painting, town, bill, modern, story",609.95
1376,41,Apartment,Shared room,Paulhaven,Pitcairn Islands,4,1,"approach, fact, national, door, other",572.55
1377,269,Apartment,Entire place,West Wayneview,Falkland Islands (Malvinas),3,3,"executive, other, provide, change, sing",356.25
1378,229,Villa,Entire place,South Erinbury,Lebanon,4,3,"memory, Mr, others, white, outside",820.57
1379,106,Villa,Private room,Martinezhaven,Burkina Faso,3,1,"education, hand, design, year, huge",977.83
1380,33,Villa,Private room,North Juliaport,Uganda,1,3,"fish, over, set, near, focus",94.71
1381,184,House,Entire place,Lake Johnshire,Cambodia,4,2,"our, Democrat, process, test, phone",570.05
1382,30,Villa,Shared room,Gamblemouth,Guinea-Bissau,4,1,"return, care, level, scientist, nearly",274.74
1383,113,Studio,Entire place,North Kurt,Costa Rica,3,1,"long, card, boy, gas, choice",759.23
1384,250,House,Private room,North William,Andorra,3,3,"art, very, remember, thing, give",161.68
1385,251,Studio,Private room,Lake Bradley,Iceland,2,3,"involve, child, process, actually, fill",477.31
1386,185,Apartment,Shared room,Lake Savannah,Turkey,3,2,"gun, from, director, although, picture",540.42
1387,10,Studio,Shared room,Port Ashleyberg,Seychelles,2,2,"hand, third, place, hard, response",976.12
1388,100,House,Private room,Ramirezton,Nicaragua,4,3,"investment, just, your, them, pick",798.44
1389,290,House,Private room,West Victoriastad,Wallis and Futuna,3,2,"if, soon, real, tree, difficult",448.24
1390,69,Villa,Entire place,New Charles,Kazakhstan,3,1,"same, who, writer, go, citizen",255.29
1391,20,House,Shared room,Josephburgh,Kiribati,1,3,"doctor, thought, each, produce, west",857.93
1392,4,House,Private room,Smithshire,Korea,2,2,"six, them, another, experience, fund",200.37
1393,11,House,Entire place,Patrickview,Djibouti,1,1,"return, face, however, tax, mean",160.62
1394,292,House,Entire place,South Amanda,Turkey,2,1,"tough, west, house, issue, hand",734.97
1395,146,Villa,Entire place,Sarahton,Russian Federation,1,3,"kind, card, science, writer, remember",901.35
1396,202,Apartment,Shared room,Port Katherine,Mauritius,2,2,"common, order, life, wife, north",69.46
1397,76,Apartment,Private room,Port Caitlynborough,Papua New Guinea,1,3,"quickly, house, someone, hospital, dark",248.81
1398,187,Villa,Entire place,Randytown,Guatemala,3,2,"member, traditional, thought, to, individual",975.57
1399,121,Apartment,Entire place,Lake Kristin,Venezuela,5,3,"billion, memory, standard, energy, teach",371.43
1400,112,Villa,Entire place,Jessicaside,Algeria,4,2,"woman, game, relationship, stay, treatment",635.34
1401,203,Studio,Private room,New Meganmouth,Congo,4,2,"sport, read, add, common, tree",694.25
1402,97,Studio,Private room,West Jennifer,Bhutan,2,3,"care, might, teach, usually, training",395.79
1403,290,Villa,Shared room,South Garyborough,Belgium,2,3,"research, land, explain, necessary, whose",73.71
1404,216,Studio,Entire place,Holdenstad,British Virgin Islands,5,3,"line, explain, learn, enjoy, improve",420.39
1405,2,House,Entire place,Baxterberg,Madagascar,5,1,"particularly, business, compare, sell, since",229.54
1406,232,Apartment,Private room,West Dylanshire,Grenada,5,1,"lead, section, feel, produce, wish",784.14
1407,164,Studio,Entire place,Jameston,Cote d'Ivoire,4,2,"reality, would, than, somebody, his",989.79
1408,187,Studio,Entire place,East Sarah,Kenya,2,1,"nature, watch, we, none, include",401.28
1409,105,Villa,Shared room,Phillipsland,Haiti,5,1,"wait, ok, trade, story, vote",151.65
1410,187,Apartment,Private room,Lake Adamburgh,Guyana,4,3,"enjoy, no, mind, prove, who",638.29
1411,185,Villa,Entire place,South Brianna,Iraq,2,2,"stage, fast, network, write, ball",529.11
1412,208,Studio,Entire place,Gregoryland,Netherlands,5,2,"road, rate, charge, build, have",275.23
1413,253,Villa,Private room,South Thomas,Sao Tome and Principe,4,2,"economy, expert, network, song, rise",812.56
1414,104,Apartment,Shared room,Lake Nancyfort,Morocco,4,1,"exist, west, reason, scientist, lead",780.19
1415,89,Villa,Entire place,Danielleberg,Tonga,2,1,"between, by, dream, song, sure",456.14
1416,238,House,Entire place,East Carolchester,Mali,3,3,"well, nearly, under, choice, way",644.99
1417,218,Studio,Shared room,Lake Paul,Kenya,2,2,"although, society, myself, record, investment",259.79
1418,139,Apartment,Private room,Lisafurt,Slovenia,2,2,"difficult, effect, space, two, own",563.44
1419,187,Apartment,Shared room,East Mitchellborough,Isle of Man,1,1,"federal, leader, avoid, must, employee",737.16
1420,238,Apartment,Private room,New Christopher,Malaysia,3,1,"health, buy, cause, raise, quickly",329.57
1421,173,Apartment,Entire place,East Oscarville,Montserrat,4,3,"oil, push, a, recognize, choose",790.55
1422,234,Villa,Entire place,Lake Hector,Costa Rica,5,3,"window, benefit, author, partner, understand",357.26
1423,88,Villa,Entire place,East Evelyn,Czech Republic,1,1,"debate, long, character, discussion, nothing",340.05
1424,198,Apartment,Shared room,Robbinsview,Jamaica,3,3,"bank, bill, nothing, itself, charge",249.34
1425,83,House,Entire place,Christopherberg,Christmas Island,5,3,"audience, own, difficult, always, a",897.02
1426,35,Apartment,Private room,Christopherton,Egypt,1,2,"drop, market, hard, term, article",183.07
